# Inputs
# - sttic: number of `static` items
# - root_: number of uninlined function items
# - inlnd: number of inlined function items
# - bb___: number of basic blocks
# - ssd__: number of `SourceScopeData`s
# - stmt_: number of statements
# - term_: number of `Terminator`s; equal to bb___ (one terminator per basic block)
# - a_msg: number of assert messages
# - rval_: number of MIR `Rvalue`s
# - place: number of MIR `Place`s
# - proj_: number of MIR projections
# - proje: number of MIR projection elems
# - const: number of MIR constants
# - ty_cn: number of MIR `TyConst`s
# - ty___: number of MIR `Ty`s
# - regn_: number of MIR regions
# - args_: number of `GenericArgsRef`s
# - lc_dc: number of `LocalDecls`
# - vdi__: number of `VarDebugInfo`s
# - local: number of MIR locations(?)
# - argc_: number of function arguments
#
# Note: there will be high levels of correlation among many of these inputs.
# The more functions you have, the more of everything else (basic blocks,
# statements, etc.) you'll tend to have.
#
# Outputs
# - t_all__ = t_gen__ + t_opt__ + t_lto__; the main value to be estimated
# - t_gen__ = time to translate MIR to LLVM IR
# - t_opt__ = time for LLVM to process the LLVM IR
# - t_lto__ = time for LLVM to perform thin LTO, if necessary (only for release builds)
#
# Other
# - cgu_name: CGU name; the first part indicates the benchmark name
# - est__: the current estimation function, approximately equal to sttic + bb___ + stmt_

cgu_name                                     sttic root_ inlnd bb___ ssd__ stmt_ term_ a_msg rval_ place proj_ proje const ty_cn ty___ regn_ args_ lc_dc vdi__ local argc_ est__ t_all__ t_gen__ t_opt__ t_lto__
CGU-regex.f10ba03eb5ec7975-cgu.08___________     0    58   110  1636  1701  6195  1636    16  2320  7888  7888  2047  1030     0  5466   341  1119  2925  1738 11937   284  7831   776.7    29.7   528.0   219.0
CGU-regex.f10ba03eb5ec7975-cgu.09___________     0    83   129  1537  1876  6283  1537    16  2499  8411  8411  2001  1021    12  5723   240  1258  3019  1910 12412   347  7820  1316.2    41.0   880.0   395.2
CGU-regex.f10ba03eb5ec7975-cgu.10___________     0    64   164  1585  2320  6231  1585    10  2435  8301  8301  1856  1001     0  5668   224  1450  3003  2103 12335   319  7816   599.4    27.6   347.2   224.6
CGU-regex.f10ba03eb5ec7975-cgu.11___________     0    92    99  1246  2696  6570  1246     1  2509  8653  8653  1857   808     0  5754   202  1678  3142  2421 12901   304  7816   352.6    38.1   196.1   118.4
CGU-regex.f10ba03eb5ec7975-cgu.12___________     0    65   139  1525  1912  6289  1525    18  2486  8276  8276  2302   984     0  5743   286  1214  2999  1840 12309   333  7814   728.0    28.1   453.5   246.4
CGU-regex.f10ba03eb5ec7975-cgu.13___________     0    97   171  1564  2059  6249  1564     9  2469  8594  8594  2091   973     0  5992   285  1388  3178  2055 12643   440  7813  1359.8    28.3   908.7   422.8
CGU-regex.f10ba03eb5ec7975-cgu.14___________     0    49   147  1279  2507  6533  1279     6  2457  8477  8477  1824  1334     4  5955   189  1647  2976  2568 12742   366  7812   578.4    31.4   311.0   236.0
CGU-regex.f10ba03eb5ec7975-cgu.15___________     0   123   155  1824  1733  5987  1824    22  2272  8444  8444  1798  1059     2  5675   314  1092  3181  1919 12452   572  7811   887.6    29.8   543.4   314.5
CGU-rg.2a5d2cc853f9fe08-cgu.00______________     0    91    75  6258  7807 27508  6258     0 10796 33480 33480  6093  6845     0 24766   956  5399 12283  7020 49829   398 33766  2018.8    51.4  1147.3   820.1
CGU-rg.2a5d2cc853f9fe08-cgu.01______________     0   192    51  5044  5443 18673  5044     1  7912 26035 26035  8354  2006     0 16050   888  4162  8648  5517 37040   468 23717  1079.4    41.1   706.7   331.7
CGU-rg.2a5d2cc853f9fe08-cgu.02______________     0    47   307  3877  7531 19245  3877     2  7214 25144 25144  7899  2697     0 17977   971  5825  8537  7572 37527   646 23122  1269.7    56.5   810.4   402.8
CGU-rg.2a5d2cc853f9fe08-cgu.03______________     3   151   317  4589  7146 17222  4589   150  6967 23761 23761  6316  4332    16 18293   453  4717  8323  6360 34619   684 21814  1271.2    63.5   829.9   377.8
CGU-rg.2a5d2cc853f9fe08-cgu.04______________     0   138   407  3913  5753 16859  3913    32  6302 21477 21477  5111  3120    12 15465   640  3707  7961  5774 32585   971 20772  1236.0    62.7   645.3   528.1
CGU-rg.2a5d2cc853f9fe08-cgu.05______________     0   254   183  3608  9120 16890  3608     1  6444 22705 22705  3991  2224     0 14637   412  6450  7972  7071 33563   706 20498   616.0    47.4   315.8   252.8
CGU-rg.2a5d2cc853f9fe08-cgu.06______________     0   127   136  4130  5764 16196  4130    14  6753 21990 21990  7736  2686     1 15391   512  4120  7486  5606 31707   483 20326  1659.7    44.8  1076.6   538.2
CGU-rg.2a5d2cc853f9fe08-cgu.07______________     0   311   150  2756  8083 17076  2756     2  6449 23675 23675  5180  1864     0 15633   475  5627  8455  7123 34754   769 19832   610.0    61.0   299.6   249.4
CGU-rg.2a5d2cc853f9fe08-cgu.08______________     0   126   399  4758  5260 15022  4758    20  5703 19984 19984  4940  2805    27 14251   456  3472  7322  4749 29812   694 19780  1414.7    49.5   947.6   417.6
CGU-rg.2a5d2cc853f9fe08-cgu.09______________     0   119    97  4076  4312 15532  4076     1  6575 21326 21326  6062  2161     0 13253   301  3366  6980  4553 30452   489 19608  1440.2    32.2   862.8   545.2
CGU-rg.2a5d2cc853f9fe08-cgu.10______________     0   212   437  5371  4070 14017  5371    16  6130 21498 21498  6732  3843     1 16024   957  2033  8182  4734 30037  1433 19388  1472.1    43.1   726.5   702.4
CGU-rg.2a5d2cc853f9fe08-cgu.11______________     0   175   496  4491  6071 14744  4491    14  5648 20156 20156  6424  2662     0 15711   659  3893  7723  5199 29919   866 19235  1104.1    57.6   721.2   325.3
CGU-rg.2a5d2cc853f9fe08-cgu.12______________     0   173   383  4220  5518 15015  4220    16  6191 21336 21336  5948  2503    15 14737   484  3522  7700  5465 30715   958 19235  1063.8    54.6   645.3   363.9
CGU-rg.2a5d2cc853f9fe08-cgu.13______________     2   250   513  5125  5206 14107  5125     1  5089 19686 19686  5943  3949     1 16672   693  3198  7949  4532 29459   924 19234  2402.9    63.4  1508.1   831.5
CGU-rg.2a5d2cc853f9fe08-cgu.14______________     0   118   502  4568  5499 14666  4568     7  5795 20339 20339  5373  2539     5 14787   611  3690  7640  5055 29820   888 19234  1472.0    59.5   938.3   474.1
CGU-rg.2a5d2cc853f9fe08-cgu.15______________     0   229   527  4174  6605 15060  4174    27  5935 21596 21596  6437  2505     0 16018   559  4574  8039  6147 31558   912 19234  1260.2    63.1   803.3   393.9
CGU-serde.2869fba99e7073cb-cgu.0____________     5   156    53   804  1023  3068   804     4  1233  4407  4407   766   644     0  3410   171   617  1850  1068  6442   374  3877   122.2     8.1    72.2    41.9
CGU-serde_derive.981c50c70ef64335-cgu.00____     0    83   407 10198  5444 32677 10198     8 12536 46323 46323  4053 10432     1 33945  6074  3089 20120  5318 66954   734 42875  2180.7    45.4  1510.6   624.8
CGU-serde_derive.981c50c70ef64335-cgu.01____     0   174   977  5820  6776 14807  5820     2  6968 23472 23472  6183  3214     0 18102   655  4179  9312  5836 32460  1473 20627  1089.3    32.5   658.4   398.4
CGU-serde_derive.981c50c70ef64335-cgu.02____     0    51   311  4533  3587 13541  4533     3  5132 19678 19678  3017  3677     1 14257  2036  2110  8130  3229 28447   512 18074  1114.2    20.9   789.8   303.5
CGU-serde_derive.981c50c70ef64335-cgu.03____     0   118   381  4344  3993 12220  4344     1  4837 16999 16999  5963  2534     2 13556   752  2689  6444  3578 24880   652 16564  1531.1    25.2  1074.6   431.3
CGU-serde_derive.981c50c70ef64335-cgu.04____     0   208   560  3967  4724 11643  3967    15  4668 17204 17204  4738  2351     0 13386   512  3045  6968  4358 25015   980 15610  1258.2    24.3   776.2   457.7
CGU-serde_derive.981c50c70ef64335-cgu.05____     0   199    17  2094  6457 11603  2094     1  4316 15433 15433  2107  1376     0  9364   191  4713  5320  5070 22922   454 13697   263.8    10.6   143.7   109.4
CGU-serde_derive.981c50c70ef64335-cgu.06____     0    36   487  2999  2944  8371  2999     5  3325 11865 11865  3155  1427     0  9055   417  1479  4856  2668 17432   926 11370   493.7    17.5   248.6   227.6
CGU-serde_derive.981c50c70ef64335-cgu.07____     0   129    75  1285  3470  7915  1285     2  3008 10856 10856  2403   907     0  7216   231  2393  3899  3124 15961   366  9200   293.9    11.6   158.7   123.6
CGU-serde_derive.981c50c70ef64335-cgu.08____     0    73   286  2351  2348  4379  2351     0  2022  7746  7746  2067  1116     8  6062   241  1325  3164  1796 10459   473  6730   686.8    14.2   513.0   159.6
CGU-serde_derive.981c50c70ef64335-cgu.09____     0    35   128  1218  2274  5509  1218     9  2119  7427  7427  1477   994     1  4912   123  1496  2559  2215 10980   283  6727   332.0    10.9   177.1   144.0
CGU-serde_derive.981c50c70ef64335-cgu.10____     1    81   276  1894  3123  4700  1894     0  1855  7598  7598  2757   634     0  6034   275  1866  3067  2199 10795   399  6595   613.9    12.5   435.8   165.6
CGU-serde_derive.981c50c70ef64335-cgu.11____     0    68   291  1759  2906  4808  1759     0  1793  7544  7544  2323   667     0  5885   254  1870  3065  2225 10913   439  6567   586.1    12.9   429.8   143.4
CGU-serde_derive.981c50c70ef64335-cgu.12____     1    44   167  1471  1975  5094  1471     2  2098  7415  7415  1455  1134    14  5242   209  1195  2731  1910 10610   331  6566   384.8    12.2   246.7   125.9
CGU-serde_derive.981c50c70ef64335-cgu.13____     0    37   319  1915  2558  4651  1915     2  1851  7171  7171  2457   698     0  5606   227  1493  2900  1898 10324   431  6566   573.7    12.3   426.7   134.7
CGU-serde_derive.981c50c70ef64335-cgu.14____     0    81   296  1861  2504  4705  1861     0  1963  7476  7476  2377   740     0  5660   201  1444  3003  2009 10622   419  6566   509.1    10.8   356.7   141.6
CGU-serde_derive.981c50c70ef64335-cgu.15____     0    53   100  1360  1654  5206  1360     2  1945  6922  6922  1561  1169     1  5196   416  1013  2702  1659 10335   232  6566   485.1    11.1   320.4   153.6
CGU-stm32f4.64505b5a7e6b5c4f-cgu.0__________     0   198     0   515   335  1309   515     0   631  1740  1740    54   353     0  1408     0   411   857   396  2616   259  1824    71.8     2.5    35.6    33.8
CGU-stm32f4.64505b5a7e6b5c4f-cgu.1__________     0   197     0   506   336  1318   506     0   638  1735  1735    50   356     0  1403     0   417   850   394  2612   255  1824    65.4     2.5    31.8    31.1
CGU-stm32f4.64505b5a7e6b5c4f-cgu.2__________     0   193     0   532   318  1292   532     0   620  1731  1731    60   352     0  1403     0   375   858   386  2596   261  1824    70.6     3.0    35.6    31.9
CGU-stm32f4.64505b5a7e6b5c4f-cgu.3__________     2   178     0   529   265  1292   529     0   592  1737  1737    38   415     0  1481    41   261   888   356  2615   269  1823    94.5     3.1    57.1    34.3
CGU-stm32f4.64505b5a7e6b5c4f-cgu.4__________     0   202     0   531   333  1291   531     0   625  1762  1762    56   363     0  1444     0   393   879   404  2630   273  1822    75.8     2.6    40.8    32.4
CGU-stm32f4.64505b5a7e6b5c4f-cgu.5__________     0   199     0   514   339  1307   514     0   627  1738  1738    56   346     0  1401     0   420   856   398  2617   258  1821    79.8     2.5    45.3    32.0
CGU-stm32f4.64505b5a7e6b5c4f-cgu.6__________     0   188     0   506   320  1314   506     0   632  1702  1702    53   347     0  1364     0   396   829   376  2572   244  1820    60.1     2.4    27.8    29.9
CGU-stm32f4.64505b5a7e6b5c4f-cgu.7__________     0   190     0   508   320  1312   508     0   636  1714  1714    50   358     0  1386     0   390   838   380  2580   250  1820    80.5     2.5    45.8    32.2
CGU-syn.c3a09247350e4f7a-cgu.00_____________     0   137   492  3883  6884 13545  3883     1  5432 19335 19335  6754  1894     0 14712   495  4703  7117  5677 28076   779 17428   947.6    24.9   683.0   239.7
CGU-syn.c3a09247350e4f7a-cgu.01_____________     0    75   445  2936  4637 10108  2936    34  4053 14369 14369  4633  1487     0 10565   374  3099  5347  3976 21008   589 13044   941.3    18.8   642.4   280.1
CGU-syn.c3a09247350e4f7a-cgu.02_____________     0   153    23  1811  5331  9844  1811     1  3688 13075 13075  1725  1252     0  7946   155  3932  4513  4212 19385   381 11655   241.2     8.6   139.1    93.5
CGU-syn.c3a09247350e4f7a-cgu.03_____________     0    69   299  2108  2478  5828  2108     2  2286  8591  8591  2643   862     0  6481   209  1476  3427  2122 12499   535  7936   585.1    13.3   395.4   176.4
CGU-syn.c3a09247350e4f7a-cgu.04_____________     0    43    71  1326  2283  6098  1326     8  2331  7929  7929  1087  1277    54  5105   125  1599  2730  2185 11814   168  7424   342.7     9.7   219.9   113.0
CGU-syn.c3a09247350e4f7a-cgu.05_____________     0    76   189  2187  2220  5217  2187     0  2011  7614  7614  2743   738     0  5478   298  1498  2859  1686 11084   294  7404   778.9    13.7   590.8   174.5
CGU-syn.c3a09247350e4f7a-cgu.06_____________     1   124   229  2114  2530  5286  2114     1  2071  7965  7965  2854   800     0  6017   319  1640  3102  1979 11534   404  7401   761.6    12.3   577.3   172.0
CGU-syn.c3a09247350e4f7a-cgu.07_____________     0    62   267  2212  2383  5175  2212     0  2024  7818  7818  2463   841     1  5779   252  1515  3041  1820 11296   397  7387   765.0    11.6   564.7   188.7
CGU-syn.c3a09247350e4f7a-cgu.08_____________     0    44    84  1373  2165  5911  1373     3  2303  7903  7903   960  1473   400  5139   208  1363  2882  2319 11640   245  7284   331.1     8.6   230.5    91.9
CGU-syn.c3a09247350e4f7a-cgu.09_____________     0    70   260  1992  2540  5103  1992     0  2055  7682  7682  2496   681     0  5576   207  1594  2958  1913 11074   356  7095   622.7    11.0   456.2   155.5
CGU-syn.c3a09247350e4f7a-cgu.10_____________     0    77   247  1938  3201  5154  1938     0  2056  7684  7684  1752   750     0  5417   162  2016  2934  2239 11101   365  7092   597.8    10.6   468.6   118.6
CGU-syn.c3a09247350e4f7a-cgu.11_____________     0   136   118  1542  2394  5543  1542     2  2152  7833  7833  2255  1008     4  6130   306  1599  2982  2067 11466   324  7085   487.4    24.1   347.1   116.2
CGU-syn.c3a09247350e4f7a-cgu.12_____________     0   164   244  1980  2426  5027  1980     1  1920  7697  7697  2717   972     1  6295   365  1500  3169  1980 11178   527  7007   683.7    12.1   521.3   150.3
CGU-syn.c3a09247350e4f7a-cgu.13_____________     0   689    60  2123  2055  4884  2123     0  2453  7818  7818  1774   919    47  6225   130  1174  3639  1616 10996   680  7007   545.7    12.2   404.7   128.8
CGU-syn.c3a09247350e4f7a-cgu.14_____________     0    87   251  1967  2201  5039  1967     7  1952  7373  7373  1767   867     3  5406   178  1355  2898  1793 10789   413  7006   711.3    12.2   527.0   172.1
CGU-syn.c3a09247350e4f7a-cgu.15_____________     0    18   228  1976  2287  5030  1976     0  1980  7203  7203  1890   846     0  5200   174  1520  2706  1729 10495   290  7006   725.7    10.1   553.2   162.4
CGU-unicode_normalization.2f7890a90a39d8d8-cgu.0     0    27    61   604   874  2567   604     9  1067  3469  3469   484   562     9  2341    52   567  1270   870  5050   172  3171   195.8    10.4    97.2    88.3
CGU-webrender.1277af5190d58169-cgu.00_______     0  1570    37 15280 46586 86452 15280     1 31906 113822 113822 16293 10010     0 68821  1387 34286 39196 37295 169946  3386 101732  2392.8   292.1   932.5  1168.3
CGU-webrender.1277af5190d58169-cgu.01_______     0  1160  1853 14903 27175 62647 14903     5 22522 78612 78612 16178 14700    97 64604  2596 17482 32089 24786 121734  4937 77550  9484.7   297.0  5659.3  3528.3
CGU-webrender.1277af5190d58169-cgu.02_______     0  1000  1353 12280 24618 56909 12280    14 21956 79015 79015 23203  8713    21 57256  1608 16823 28568 24381 116385  3127 69189  4396.9   389.1  2627.3  1380.4
CGU-webrender.1277af5190d58169-cgu.03_______     0   453  1782 12616 22456 52800 12616     0 19874 71008 71008 20055 11279     0 54550  3089 15072 26803 22645 106165  4094 65416  5402.4   347.2  3436.9  1618.3
CGU-webrender.1277af5190d58169-cgu.04_______     2   573   724 11188 10967 52842 11188    41 18052 62895 62895 18989 10125    22 47755  1967  7719 23808 11880 98978  2112 64032  4935.4   204.7  3276.0  1454.6
CGU-webrender.1277af5190d58169-cgu.05_______     0   569  1051 11072 20096 52871 11072    47 19748 66526 66526 23104 12220     0 58141  1655 13757 25303 18069 101317  2294 63943  4695.8   263.2  3163.1  1269.5
CGU-webrender.1277af5190d58169-cgu.06_______     9   575   762 11051 17619 50874 11051    93 19896 66173 66173 16438  8459     8 46179  1344 11800 23759 16420 98294  2228 61934  4891.0   251.5  3446.4  1193.1
CGU-webrender.1277af5190d58169-cgu.07_______     1   543  1363 12296 16105 48695 12296    68 18933 63267 63267 21885  9952     5 52341  1986 10004 24654 15535 94928  3130 60992  5413.6   327.6  3695.8  1390.2
CGU-webrender.1277af5190d58169-cgu.08_______     0   528   846 10871 16563 49467 10871   185 19039 67179 67179 20065 10953     8 52265  2444 11345 24907 16976 98872  2602 60338  4947.6   269.9  3262.3  1415.4
CGU-webrender.1277af5190d58169-cgu.09_______     0   898   503 10988 15128 49279 10988   109 18006 64524 64524 21091  9018     7 50387  3124  9387 25201 14990 97141  3237 60267  3635.3   249.6  2094.7  1291.0
CGU-webrender.1277af5190d58169-cgu.10_______     1   557   944 10912 15192 49130 10912   100 18686 64208 64208 20774  9126    31 48906  2330 10378 23970 15395 96188  2562 60043  6090.7   268.1  4292.1  1530.5
CGU-webrender.1277af5190d58169-cgu.11_______     1   409  1212 11430 16692 48610 11430    82 18446 65991 65991 23284  9886     8 52019  2734 10918 24473 17000 97748  2639 60041  7113.7   301.9  5209.6  1602.2
CGU-webrender.1277af5190d58169-cgu.12_______     4   389  1228 11288 20471 48746 11288    45 18869 65310 65310 21028  9944     0 51446  1709 13229 24041 17875 96721  2174 60038  6679.3   271.2  4847.0  1561.1
CGU-webrender.1277af5190d58169-cgu.13_______     2   651   994 10944 15895 49091 10944    33 18409 63696 63696 18797  9286     9 49185  2260 10625 24346 15838 95973  2986 60037  5887.2   268.4  4185.2  1433.7
CGU-webrender.1277af5190d58169-cgu.14_______     0   453   867 10152 13885 49884 10152   114 18820 64631 64631 20124  9180    11 49155  2474  9395 24183 14639 96975  2516 60036  5512.9   248.2  3942.3  1322.4
CGU-webrender.1277af5190d58169-cgu.15_______     0   523   975 10035 23035 50001 10035    75 18570 66520 66520 12825  9024     4 46721  1352 14379 24216 20061 99302  2357 60036  4220.0   248.3  2922.0  1049.7
