# Inputs
# - sttic: number of `static` items
# - root_: number of uninlined function items
# - inlnd: number of inlined function items
# - bb___: number of basic blocks
# - ssd__: number of `SourceScopeData`s
# - stmt_: number of statements
# - term_: number of `Terminator`s; equal to bb___ (one terminator per basic block)
# - a_msg: number of assert messages
# - rval_: number of MIR `Rvalue`s
# - place: number of MIR `Place`s
# - proj_: number of MIR projections
# - proje: number of MIR projection elems
# - const: number of MIR constants
# - ty_cn: number of MIR `TyConst`s
# - ty___: number of MIR `Ty`s
# - regn_: number of MIR regions
# - args_: number of `GenericArgsRef`s
# - lc_dc: number of `LocalDecls`
# - vdi__: number of `VarDebugInfo`s
# - local: number of MIR locations(?)
# - argc_: number of function arguments
#
# Note: there will be high levels of correlation among many of these inputs.
# The more functions you have, the more of everything else (basic blocks,
# statements, etc.) you'll tend to have.
#
# Outputs
# - t_all__ = t_gen__ + t_opt__ + t_lto__; the main value to be estimated
# - t_gen__ = time to translate MIR to LLVM IR
# - t_opt__ = time for LLVM to process the LLVM IR
# - t_lto__ = time for LLVM to perform thin LTO, if necessary (only for release builds)
#
# Other
# - cgu_name: CGU name; the first part indicates the benchmark name
# - est__: the current estimation function, approximately equal to sttic + bb___ + stmt_

cgu_name                                     sttic root_ inlnd bb___ ssd__ stmt_ term_ a_msg rval_ place proj_ proje const ty_cn ty___ regn_ args_ lc_dc vdi__ local argc_ est__ t_all__ t_gen__ t_opt__ t_lto__
CGU-libc.311baff71b570546-cgu.0_____________     0   198     0   203   198   199   203     0   199   606   606   209     5     0   626     1     0   407   198   804   198   402    25.8     3.7    22.2     0.0
CGU-regex.57482d7299c7c44-cgu.00____________     0   116     0  1177  3433  6476  1177     0  2398  8525  8525  1201   790     0  5170   108  2546  2947  2735 12716   253  7653    90.1    19.4    70.7     0.0
CGU-regex.57482d7299c7c44-cgu.01____________     0   234     3  1017  2598  5831  1017     3  2217  8207  8207  2144   902     0  5937   141  1950  2889  2748 12058   331  6848   135.3    31.7   103.6     0.0
CGU-regex.57482d7299c7c44-cgu.02____________     0    78     3   750  1728  4367   750     1  1590  5464  5464  1024   905     3  3805    94  1210  1887  1801  8320   188  5117    85.5    16.9    68.6     0.0
CGU-regex.57482d7299c7c44-cgu.03____________     0    86     0   585  1519  3711   585     1  1414  4997  4997  1046   480     0  3285   106  1061  1779  1391  7374   164  4296    94.7    35.3    59.4     0.0
CGU-regex.57482d7299c7c44-cgu.04____________     0   168    41  1474   705  2822  1474    64  2096  7049  7049  1301  1256     0  5261   360   444  2859   826  7988   407  4296   241.0    21.1   219.8     0.0
CGU-regex.57482d7299c7c44-cgu.05____________     0    81     0   626  2136  3670   626     2  1305  4903  4903   687   555     0  2981    41  1343  1590  1791  7343   123  4296    66.9    15.4    51.5     0.0
CGU-regex.57482d7299c7c44-cgu.06____________     0   145    25  1511   662  2785  1511    71  2157  6848  6848  1343  1149     1  4782   289   422  2611   769  7659   328  4296   357.6    20.4   337.2     0.0
CGU-regex.57482d7299c7c44-cgu.07____________     0   516    13  2015   883  2281  2015    46  1580  5938  5938  1973   911     0  5398   328   238  3015   660  7185   700  4296   141.4    26.5   114.9     0.0
CGU-regex.57482d7299c7c44-cgu.08____________     0   107     4   666  1385  3630   666     0  1440  4275  4275   822   555     0  2950    59   713  1553  1168  6576   160  4296    55.7    15.2    40.5     0.0
CGU-regex.57482d7299c7c44-cgu.09____________     0   220     6  1531   816  2764  1531    17  1706  5356  5356   830   788     0  3635   162   503  2117   901  6635   388  4295   106.5    21.0    85.5     0.0
CGU-regex.57482d7299c7c44-cgu.10____________     0   200    22  1277  1128  3018  1277    38  1798  6332  6332  1233  1057     0  4718   265   724  2507  1162  7770   363  4295   202.1    25.1   177.0     0.0
CGU-regex.57482d7299c7c44-cgu.11____________     0   154    29  1334   859  2961  1334    55  2029  6464  6464  1498   969     7  4596   233   566  2492   912  7583   306  4295   247.7    21.4   226.3     0.0
CGU-regex.57482d7299c7c44-cgu.12____________     0   126     8  1690   586  2605  1690    54  2089  6647  6647  1269  1265     1  4823   295   317  2488   643  7305   232  4295   129.2    18.2   111.0     0.0
CGU-regex.57482d7299c7c44-cgu.13____________     0   164    26  1438   804  2857  1438    96  2171  7258  7258  1482  1093     0  5045   361   440  2816   988  8159   368  4295   235.2    19.6   215.6     0.0
CGU-regex.57482d7299c7c44-cgu.14____________     2   209    16  1705   585  2587  1705    88  2153  7165  7165  1503  1223    18  5288   406   216  2977   774  7876   436  4294   124.8    23.5   101.3     0.0
CGU-regex.57482d7299c7c44-cgu.15____________     0   178    33  1808   985  2486  1808    50  1909  7399  7399  1406  1140     1  5084   454   463  2926  1121  8211   427  4294   132.7    25.0   107.7     0.0
CGU-rg.9bcc6682ba482b9-cgu.00_______________     0   104     2  6131  1345  6300  6131   126  6276 20955 20955  1959  5463     0 14660  1525   371  7850  1260 21085   302 12431   309.3    32.8   276.6     0.0
CGU-rg.9bcc6682ba482b9-cgu.01_______________     0   192     3  4394  1478  4440  4394    10  4440 15400 15400  3350  2819     0 10801  1242   380  5983  1182 15596   343  8834   191.9    27.1   164.8     0.0
CGU-rg.9bcc6682ba482b9-cgu.02_______________     0   464     2  3507  1701  3715  3507    33  3715 13211 13211  3191  2566     0  9865   699   789  5454  2386 13692  1127  7222   172.4    29.2   143.2     0.0
CGU-rg.9bcc6682ba482b9-cgu.03_______________     0   228    13  2771   972  4068  2771    40  3148 10961 10961  2302  2029     0  8204   844   669  4576  1055 12121   449  6839   183.9    37.8   146.1     0.0
CGU-rg.9bcc6682ba482b9-cgu.04_______________     0   199     9  1433  2068  5406  1433     0  2168  7645  7645  1997  1244     0  5951   172  1443  2842  2082 11091   283  6839   149.8    36.2   113.5     0.0
CGU-rg.9bcc6682ba482b9-cgu.05_______________     5   372    10  3112  1474  3722  3112     8  2399  9746  9746  1784  2904     0  8599   336   693  4173  1536 11443   588  6839   184.4    35.3   149.2     0.0
CGU-rg.9bcc6682ba482b9-cgu.06_______________     0   255    10  3298  1399  3541  3298    77  2966 11684 11684  2118  2354     0  8495   627   347  4711  1272 12536   544  6839   177.9    32.9   144.9     0.0
CGU-rg.9bcc6682ba482b9-cgu.07_______________     0   278    17  2585  1301  4254  2585    47  2922  9143  9143  1948  1407     0  6385   323   731  3456  1353 10769   426  6839   200.7    34.7   166.0     0.0
CGU-rg.9bcc6682ba482b9-cgu.08_______________     0   236    16  2202  1803  4637  2202    47  2765  9818  9818  2467  1781     4  7664   510  1030  3777  1700 11940   421  6839   168.3    36.8   131.5     0.0
CGU-rg.9bcc6682ba482b9-cgu.09_______________     0   197     1  2118  1715  4721  2118    81  2857  9019  9019  2275  1934     0  6994   389   947  3249  1784 11081   360  6839   143.0    32.1   110.9     0.0
CGU-rg.9bcc6682ba482b9-cgu.10_______________     0   160    28  3154  1262  3685  3154    71  3623 12961 12961  3232  2171     1  8991   661   503  4958  1135 13212   412  6839   190.3    21.1   169.1     0.0
CGU-rg.9bcc6682ba482b9-cgu.11_______________     0   270    19  3260  1392  3578  3260    13  2955 10930 10930  1506  2313     8  7996   422   602  4400  1268 11845   470  6838   216.6    52.0   164.6     0.0
CGU-rg.9bcc6682ba482b9-cgu.12_______________     0   240     6  2219  1499  4619  2219   570  3339 10793 10793  2203  2400    16  7850   226   814  3772  1538 12463   455  6838   138.4    32.4   106.0     0.0
CGU-rg.9bcc6682ba482b9-cgu.13_______________     0   491     1  2479  1482  4359  2479    16  2158  7487  7487  2185   939     6  5975   285   661  3296  1175 10190   679  6838   190.6    41.8   148.8     0.0
CGU-rg.9bcc6682ba482b9-cgu.14_______________     0   263     1  1901  1336  4936  1901     9  2376  8402  8402  1766  1292     8  5924   306   849  3234  1601 11228   487  6837   168.5    39.8   128.6     0.0
CGU-rg.9bcc6682ba482b9-cgu.15_______________     0   173    10  1583  2783  5254  1583    30  2499  9026  9026  2040  1074     1  6190   254  1791  3254  2269 11972   295  6837   127.5    35.1    92.4     0.0
CGU-serde.6657d7c783f630ae-cgu.0____________     5   223    12   838   927  2174   838     7  1146  4277  4277   699   675     0  3372   180   485  1852   972  5534   406  3017    67.9    16.2    51.7     0.0
CGU-serde_derive.ca173786c9537e80-cgu.00____     0   138     5  8475  1452 10686  8475    17 10662 37760 37760  1037  9343     0 27423  6029   699 17345  1584 37929   318 19161   448.7    47.4   401.3     0.0
CGU-serde_derive.ca173786c9537e80-cgu.01____     0   168    12  1591  2598  7763  1591     0  3066  9165  9165  1518  1079     0  5864   128  1316  3226  2267 14042   333  9354   125.5    28.2    97.4     0.0
CGU-serde_derive.ca173786c9537e80-cgu.02____     0   312     0  1641  2967  7521  1641     0  2810 10580 10580  2627  1720     0  8307   198  2193  3917  3321 15603   436  9162   188.6    44.0   144.6     0.0
CGU-serde_derive.ca173786c9537e80-cgu.03____     0   127     0  1340  4013  7267  1340     0  2667  9595  9595  1261   876     0  5778   120  2961  3315  3153 14322   286  8607   106.1    22.3    83.8     0.0
CGU-serde_derive.ca173786c9537e80-cgu.04____     0   141     0  1025  2834  6496  1025     0  2464  8932  8932  1997   763     0  5860   195  2010  3152  2567 13100   269  7521   128.7    32.3    96.4     0.0
CGU-serde_derive.ca173786c9537e80-cgu.05____     0    87     6  3314   755  3818  3314     3  3794 13850 13850   627  3228     0  9806  2052   263  6120   828 13967   208  7132   174.5    20.5   153.9     0.0
CGU-serde_derive.ca173786c9537e80-cgu.06____     0   166     6  1326  1686  4141  1326     4  1916  6488  6488  1571  1028     9  4627   207  1044  2411  1585  8883   232  5467   126.4    27.3    99.1     0.0
CGU-serde_derive.ca173786c9537e80-cgu.07____     0   306     5  2083  1180  3383  2083     0  2022  6519  6519  1529  1047     4  4612   187   733  2513  1301  8191   496  5466   133.7    25.9   107.8     0.0
CGU-serde_derive.ca173786c9537e80-cgu.08____     0   163     8  2524   629  2937  2524     9  2901  9135  9135  2122  2197     0  7032   700   151  3445   784  9342   299  5461   153.5    20.9   132.7     0.0
CGU-serde_derive.ca173786c9537e80-cgu.09____     1   202     1  1524  1210  3935  1524     7  1912  6664  6664  1454  1044     0  4714   415   722  2546  1311  8888   323  5460   117.7    27.8    90.0     0.0
CGU-serde_derive.ca173786c9537e80-cgu.10____     0   137     1  1143  2703  4317  1143    27  1918  7116  7116  1208   650     0  4635   275  1680  2553  2028  9650   195  5460    96.9    25.4    71.5     0.0
CGU-serde_derive.ca173786c9537e80-cgu.11____     0   337    27  2034  1350  3425  2034    23  1923  6905  6905  1104  1320     0  5442   326   714  2899  1271  8771   501  5459   151.0    35.2   115.8     0.0
CGU-serde_derive.ca173786c9537e80-cgu.12____     0   432     1  1736   854  3723  1736     2  1569  5850  5850  1273   808     0  4619   354   518  2675  1212  8437   745  5459   155.9    34.0   121.9     0.0
CGU-serde_derive.ca173786c9537e80-cgu.13____     1   110     3  1229  1611  4229  1229     4  1870  6576  6576   982  1158     2  4482   138  1093  2350  1691  9042   240  5459   116.3    26.3    90.0     0.0
CGU-serde_derive.ca173786c9537e80-cgu.14____     0   670     3  2328  1612  3131  2328     2  1593  6109  6109  2423   799     7  5879   220   760  3139  1248  8350   808  5459   193.7    50.0   143.7     0.0
CGU-serde_derive.ca173786c9537e80-cgu.15____     0   235     6  1489  1393  3969  1489    33  1987  7012  7012  1750   834     1  4928   300   905  2730  1514  9236   462  5458   151.2    37.9   113.4     0.0
CGU-stm32f4.87881362cc1e4b2d-cgu.0__________     0   330   127  1379   457  1141  1379     0  1141  3439  3439   125   806     0  3106     0   325  1843   589  3896   589  2520    77.4    10.9    66.5     0.0
CGU-stm32f4.87881362cc1e4b2d-cgu.1__________     2   406    85  1392   491  1116  1392     0  1116  3632  3632    81   888     0  3367    41   346  1988   636  4123   636  2510    92.8    11.9    80.9     0.0
CGU-stm32f4.87881362cc1e4b2d-cgu.2__________     0   397   119  1413   516  1096  1413     0  1096  3540  3540   105   819     0  3277     0   398  1942   634  4056   634  2509    84.9    11.8    73.1     0.0
CGU-stm32f4.87881362cc1e4b2d-cgu.3__________     0   412   116  1425   528  1074  1425     0  1074  3568  3568   106   824     0  3328     0   399  1976   657  4096   657  2499    84.5    11.1    73.4     0.0
CGU-syn.2fef82719ea21b73-cgu.00_____________     0   131     0  1388  4181  7651  1388     0  2819 10051 10051  1355   939     0  6088   128  3093  3466  3268 15012   279  9039   105.8    23.5    82.3     0.0
CGU-syn.2fef82719ea21b73-cgu.01_____________     0   123     0   848  4842  6307   848     0  2146  8594  8594  1031   497     0  5276   118  3247  2867  3379 12878   125  7155   101.1    30.6    70.5     0.0
CGU-syn.2fef82719ea21b73-cgu.02_____________     0   180     1   788  2320  5162   788     0  1956  7078  7078  2191   712     0  5302   116  1784  2417  2402 10463   220  5950   117.1    30.8    86.3     0.0
CGU-syn.2fef82719ea21b73-cgu.03_____________     0   336    29  1911   917  2554  1911    30  1868  6438  6438  1308  1299     0  5394   422   438  2835   873  7489   472  4465   136.8    23.9   112.8     0.0
CGU-syn.2fef82719ea21b73-cgu.04_____________     0   334     4  1691  1003  2583  1691     0  1580  4898  4898  1600   636     0  3651    92   724  1949  1101  6239   455  4274    93.6    19.6    74.0     0.0
CGU-syn.2fef82719ea21b73-cgu.05_____________     0   235     6  1620   947  2582  1620    42  2027  6599  6599  1262  1200     2  5084   312   472  2624   923  7381   344  4202   122.5    21.2   101.2     0.0
CGU-syn.2fef82719ea21b73-cgu.06_____________     0    80     5  1759   935  2443  1759    10  1800  6030  6030  1066  1195    48  4012   210   496  2074   771  6758   113  4202   106.2    18.0    88.2     0.0
CGU-syn.2fef82719ea21b73-cgu.07_____________     0   369     1  1811  1471  2390  1811     2  1576  6490  6490  1204  1201     2  5001   240   690  2641  1398  7676   529  4201   159.1    31.6   127.5     0.0
CGU-syn.2fef82719ea21b73-cgu.08_____________     0   744     0  1922  1381  2279  1922    48  2025  6833  6833  1061  1294    47  6181   132   463  3445  1097  7832   703  4201   131.6    24.8   106.8     0.0
CGU-syn.2fef82719ea21b73-cgu.09_____________     0   704     6  2586  1089  1615  2586    10  1310  5685  5685  2549   896     0  5963   449   284  3232   600  6717   876  4201   183.1    34.2   148.9     0.0
CGU-syn.2fef82719ea21b73-cgu.10_____________     0   390     1  1511   958  2690  1511     0  1700  5172  5172  1142   382     0  3506     6   688  2163  1016  6553   450  4201   105.2    18.4    86.8     0.0
CGU-syn.2fef82719ea21b73-cgu.11_____________     0    68     9   597  1302  3604   597    11  1483  4284  4284   999   534     4  2891    66   690  1517  1093  6481   102  4201    64.5    15.1    49.4     0.0
CGU-syn.2fef82719ea21b73-cgu.12_____________     0   199     5  1793  1039  2408  1793    14  1743  6380  6380  1109  1177     0  4580   324   515  2465   918  7249   301  4201   126.6    22.9   103.7     0.0
CGU-syn.2fef82719ea21b73-cgu.13_____________     1   207     4  1212  1045  2988  1212    12  1484  5069  5069  1093   816     0  3717   175   638  2021  1108  6788   322  4201   103.7    20.4    83.3     0.0
CGU-syn.2fef82719ea21b73-cgu.14_____________     0   146     0  1782  1017  2419  1782    26  1615  6024  6024  1260  1108     0  4094   298   508  2175   845  6983   194  4201   111.6    22.1    89.4     0.0
CGU-syn.2fef82719ea21b73-cgu.15_____________     0    78     7  1602   655  2598  1602    63  2064  6562  6562   568  1456   133  4394   218   395  2494   771  7186   184  4200   130.1    20.5   109.5     0.0
CGU-unicode_normalization.aeede1faebd92991-cgu.0     0   101     4   676   809  2146   676    28  1051  3463  3463   543   587     9  2442    52   527  1298   771  4656   196  2822    86.1    17.7    68.4     0.0
CGU-webrender.d6452430cb9de02-cgu.00________     0  1496     0 14294 43535 80956 14294     0 29796 106406 106406 15278  9355     0 64293  1310 32080 36645 34884 159053  3165 95250   957.4   247.8   709.6     0.0
CGU-webrender.d6452430cb9de02-cgu.01________     0  2235     3 15531 34039 79666 15531     0 28800 98168 98168 20295 18060    96 75738  2797 23027 36433 33297 151258  4685 95197  1471.1   352.7  1118.5     0.0
CGU-webrender.d6452430cb9de02-cgu.02________     0  2499    11 10453 26541 58363 10453    77 22895 84290 84290 23179  9381    20 62216  1301 19749 29717 27564 122242  3313 68816  1145.8   349.2   796.6     0.0
CGU-webrender.d6452430cb9de02-cgu.03________     0   933    15  6312 13283 36338  6312    48 14299 41704 41704  8836  5114     0 28604   476  6827 15084 11169 64680  1294 42650   515.1   149.5   365.5     0.0
CGU-webrender.d6452430cb9de02-cgu.04________     2  2764    40 13129  9619 22238 13129   189 14480 52510 52510 11366  8190     1 40366  1873  4665 21716 10035 63021  4398 35369   885.5   221.6   663.9     0.0
CGU-webrender.d6452430cb9de02-cgu.05________     2  1196   239 11123  7864 24243 11123  1104 17363 59083 59083 12635 11472    28 45504  3321  4312 23658  8163 67442  2289 35368   619.6   158.1   461.5     0.0
CGU-webrender.d6452430cb9de02-cgu.06________     0  1247    69  9818 12764 25550  9818   111 15349 60725 60725 10955  8398     1 43651  3234  7345 24987 12130 72257  3282 35368   876.8   237.0   639.9     0.0
CGU-webrender.d6452430cb9de02-cgu.07________     1  1963   191 11375  8240 23992 11375   703 16262 56966 56966 13054  9130     6 43880  3205  4645 23530  8707 66875  3394 35368   863.4   206.7   656.7     0.0
CGU-webrender.d6452430cb9de02-cgu.08________     0  4585    94 14740 11441 20628 14740   118 11047 43199 43199 14392  7980     0 45607  2832  5335 24849  7512 57548  5683 35368   915.6   229.6   686.0     0.0
CGU-webrender.d6452430cb9de02-cgu.09________     0  1271    25  8857  9092 26510  8857   107 12629 42308 42308 10941  6207     0 30818  2628  6400 16267  9527 57481  2186 35367   645.2   204.9   440.3     0.0
CGU-webrender.d6452430cb9de02-cgu.10________     1  1331    65 12376  6359 22990 12376   506 19568 66931 66931 16846 10451    15 49981  4310  2782 27211  7931 71807  3042 35367   787.4   190.2   597.1     0.0
CGU-webrender.d6452430cb9de02-cgu.11________     4  1197    16  8244  8683 27119  8244   138 12178 42225 42225 10237  5886     6 29513  1632  5242 15589  8967 58384  1888 35367   611.3   172.8   438.4     0.0
CGU-webrender.d6452430cb9de02-cgu.12________     0  1382    14  8447  8384 26920  8447   160 12413 43310 43310  6137  5502     4 27548  1454  4710 16475  9469 59227  2518 35367   588.7   163.0   425.7     0.0
CGU-webrender.d6452430cb9de02-cgu.13________    10  1180   115 12881  5587 22476 12881   824 18639 62427 62427 10997 13469    19 48851  3150  2950 26197  6387 67861  2492 35367   764.4   157.7   606.7     0.0
CGU-webrender.d6452430cb9de02-cgu.14________     0   860   107 10270  8795 25097 10270   453 15708 54529 54529 11605  7900     4 37408  1805  4684 20776  8231 64861  1936 35367   512.0   121.1   391.0     0.0
CGU-webrender.d6452430cb9de02-cgu.15________     2  1671   276 14151  7760 21213 14151   499 18013 65206 65206 14931 11349    12 49472  3997  2940 26836  8229 70381  3124 35366   848.8   215.5   633.3     0.0
