# Inputs
# - sttic: number of `static` items
# - rfn__: number of uninlined function items
#   - rbb__: number of basic blocks in uninlined functions
#     - rssd_: number of `SourceScopeData`s in uninlined functions
#     - rstmt: number of statements in uninlined functions
#       - rplac: number of MIR `Place`s in uninlined functions
#       - rproj: number of MIR projections in uninlined functions
#       - rcnst: number of MIR constants in uninlined functions
#     - rdecl: number of `LocalDecls` in uninlined functions
# - ifn__: number of inlined function items
#   - ibb__: number of basic blocks in inlined functions
#     - issd_: number of `SourceScopeData`s in inlined functions
#     - istmt: number of statements in inlined functions
#       - iplac: number of MIR `Place`s in inlined functions
#       - iproj: number of MIR projections in inlined functions
#       - icnst: number of MIR constants in inlined functions
#     - idecl: number of `LocalDecls` in inlined functions
#
# The nesting shows how things fit together. E.g. a function contains basic
# blocks, which contains statements, which contains places.
# There will be high levels of correlation among many of these inputs.
# The more functions you have, the more of everything else (basic blocks,
# statements, etc.) you'll tend to have.
#
# Outputs
# - t_all__ = t_gen__ + t_opt__ + t_lto__; the main value to be estimated
# - t_gen__ = time to translate MIR to LLVM IR
# - t_opt__ = time for LLVM to process the LLVM IR
# - t_lto__ = time for LLVM to perform thin LTO, if necessary (only for opt builds)
#
# Other
# - cgu_name: CGU name; the first part indicates the benchmark name
# - est__: the current estimation function, approximately equal to sttic + bb___ + stmt_

cgu_name                                     sttic rfn__ ifn__ rbb__ ibb__ rssd_ issd_ rstmt istmt rplac iplac rproj iproj rcnst icnst rdecl idecl est__ t_all__ t_gen__ t_opt__ t_lto__
CGU-serde_derive.bf4f3a9021c252-cgu.12______     0     6    19    19   183    13   288    46   664    81   939    15   126    10   151    38   307  1978    44.0     1.3    24.5    18.3
CGU-serde_derive.bf4f3a9021c252-cgu.13______     0     8    14    89    64   115   104   331   229   480   307   111    76    66    43   170   122  1819    71.2     1.9    42.3    27.1
CGU-rand_chacha.a1c6583638560126-cgu.0______     0    19   263    87  1389    77  1309   127  6801   272  8140    14  1240   117  1692   124  3323 15348   311.8    11.5   113.2   187.1
CGU-rand_chacha.a1c6583638560126-cgu.1______     0    47    39   198   136   268   137   982   432  1240   569   125   101   212    75   488   240  3242    63.8     3.3    43.4    17.1
CGU-rand_chacha.a1c6583638560126-cgu.2______     0    17    17   196   101    74   153   493   500   622   604    56   156   142   141   243   238  2927    79.3     2.0    47.5    29.8
CGU-time.250f186bf896db28-cgu.0_____________     0   100    14   986    83   872    39  3275   187  4122   274   259    72  1224    43  1496   110  8807   200.3     4.3   127.8    68.2
CGU-time.250f186bf896db28-cgu.1_____________     0    54    14   568   127   313    41  1999   418  2375   490   343   133   462    61   944   184  6769   265.8     3.4   207.8    54.5
CGU-time.250f186bf896db28-cgu.2_____________     0    54     2   592     7   228     4  1962     9  2283    19   108     4   585     1   887    10  4641   187.8     2.3   126.0    59.4
CGU-time.250f186bf896db28-cgu.3_____________     0    74     7   258    44   148    19   753   110  1011   141   251    85   114    13   514    55  3458   132.4     1.9    99.2    31.3
CGU-time.250f186bf896db28-cgu.4_____________     0    83    12   293    55   219    30   689   139   973   203    32    25   355    27   454    93  2664    87.2     1.9    55.2    30.1
CGU-time.250f186bf896db28-cgu.5_____________     0    36     0   288     0   275     0  1543     0  1601     0    93     0   601     0   603     0  2388   110.0     1.5    70.9    37.5
CGU-time.250f186bf896db28-cgu.6_____________     0    40    14   148    43    95    21   370   105   531   126   163    52   108    16   241    68  2197    77.4     1.8    57.8    17.8
CGU-time.250f186bf896db28-cgu.7_____________     0    25     0   266     0   183     0   871     0   967     0    35     0   340     0   335     0  2002    65.8     1.2    36.0    28.6
CGU-time.250f186bf896db28-cgu.8_____________     0    64     0   179     0   124     0   689     0   836     0   172     0    59     0   478     0  1941   125.4     1.3   102.1    22.1
CGU-serde_json.4c51e9605f80f7c9-cgu.00______     0   100    94   377   638   403   998  1143  2499  1689  3533   402   683   228   498   697  1268 11445   271.1    10.0   162.5    98.7
CGU-serde_json.4c51e9605f80f7c9-cgu.01______     0    78    54   611   205  1553   541  3685  1165  5041  1588  1058   361   416   120  1771   619 11388   181.0     7.4    82.8    90.8
CGU-serde_json.4c51e9605f80f7c9-cgu.02______     1    28    64   557   455   217   571  1338  1167  1874  1835   384   419   260   248   647   656 10297   218.0     4.4   126.3    87.2
CGU-serde_json.4c51e9605f80f7c9-cgu.03______     2    16   104   170   663   141   665   473  2391   709  3322    80   927   108   521   243  1259  9861   193.0     4.6    94.9    93.5
CGU-serde_json.4c51e9605f80f7c9-cgu.04______     0    26    76   173   653   160  1095   654  2730   859  3775   175   782   160   420   336  1272  9610   196.6     5.3    91.4    99.9
CGU-serde_json.4c51e9605f80f7c9-cgu.05______     2    33    45   374   303   177   449  1204  1076  1622  1541   435   272   250   198   585   549  7569   185.7     3.4   124.0    58.3
CGU-serde_json.4c51e9605f80f7c9-cgu.06______     0     3    67    17   569     6   762    40  2359    66  3197    10   773     7   294    28  1082  7234   199.4     4.0   105.4    89.9
CGU-serde_json.4c51e9605f80f7c9-cgu.07______     0    17    21   187   171   524   385  1025   820  1359  1195   189   130   136   145   477   413  3782    63.6     2.5    42.9    18.2
CGU-serde_json.4c51e9605f80f7c9-cgu.08______     0    42    28   142   170   194   142   575   726   686   855    37   148   165   194   328   358  2924   120.9     3.1    89.7    28.0
CGU-serde_json.4c51e9605f80f7c9-cgu.09______     0    32    25    72   171    98   132   229   590   410   821    97   189    48   132   191   317  2845    88.7     1.9    56.0    30.8
CGU-serde_json.4c51e9605f80f7c9-cgu.10______     0    21    18   144    98   275   230   570   630   777   815   193    78    81   112   275   285  2778    75.6     1.8    57.6    16.3
CGU-serde_json.4c51e9605f80f7c9-cgu.11______     1    18    16   124    57   190    85   483   184   689   266   319    56    69    42   241   118  2768   101.3     2.7    70.3    28.3
CGU-serde_json.4c51e9605f80f7c9-cgu.12______     0    14    19   144    83   138   100   413   137   576   277   225    69    67    40   207   128  2765   126.5     2.1    93.7    30.8
CGU-serde_json.4c51e9605f80f7c9-cgu.13______     0    18    25   120   109   212   145   571   363   759   470   144   129    76    66   277   203  2695    78.9     2.4    48.7    27.9
CGU-serde_json.4c51e9605f80f7c9-cgu.14______     0     9    25    54   218    54   505   132   725   229  1157    61   135    38   134    90   370  2688    67.2     1.4    39.3    26.5
CGU-serde_json.4c51e9605f80f7c9-cgu.15______     0    21    23   104   118    92   164   322   380   439   564   121   161    54    61   171   216  2682    84.4     2.1    52.8    29.5
CGU-lazy_static.a6d1ec8fda0cec3-cgu.0_______     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     5.1     0.3     3.8     1.1
CGU-memchr.e17c990bd22ac7c2-cgu.0___________     0    33    55   192   413   142   365   747  1856  1042  2257   316   485   111   229   397   841  7439   323.4    12.1   196.7   114.6
CGU-memchr.e17c990bd22ac7c2-cgu.1___________     0    22     6   533    26  1310    13  3277    58  4085   174    59     7  2301    14  1310    34  4177   170.0     8.3    92.1    69.6
CGU-memchr.e17c990bd22ac7c2-cgu.2___________     0    19     3   496    23  1230     3  3099    39  4433    56    76     6  1490     8  1223    23  3961   157.5     7.9    89.4    60.1
CGU-memchr.e17c990bd22ac7c2-cgu.3___________     6    17    20   117   193   125   406   566   990   662  1221   108   179   117   174   271   429  3324    93.1     6.6    51.8    34.7
CGU-memchr.e17c990bd22ac7c2-cgu.4___________     0    16    37   116   214   248   279   541   894   771  1360   112   104    84   220   268   454  3174    97.1     6.6    64.3    26.2
CGU-memchr.e17c990bd22ac7c2-cgu.5___________     0    19    18   110   143   174   337   611   891   792  1053   106   233    93   122   300   365  3127   137.4     4.3    84.9    48.1
CGU-memchr.e17c990bd22ac7c2-cgu.6___________     0    35    35   105   188    95   256   321   830   504  1088    65   114    72   160   231   405  2767   140.4     5.7    82.9    51.7
CGU-memchr.e17c990bd22ac7c2-cgu.7___________     0    21    19   140   112    83   214   633   627   782   772    89   125   100    75   294   276  2620   121.9     3.6    66.8    51.5
CGU-memchr.e17c990bd22ac7c2-cgu.8___________     0     4    35    21   213    10   351    59  1156    76  1565    15   138    14   232    34   538  2250   156.2     4.7    81.0    70.5
CGU-regex_syntax.a86257c5ce58a3db-cgu.00____     0    86   181  2138  1066  3107  1550  9383  4010 11825  5514  2783  1545  1625   567  3868  2044 39740  1078.8    19.7   751.7   307.4
CGU-regex_syntax.a86257c5ce58a3db-cgu.01____     0   142   251  1409  1439  1652  1778  5991  4676  7457  6581  1673  1954  1083   789  2755  2494 34444   634.1    17.1   426.0   190.9
CGU-regex_syntax.a86257c5ce58a3db-cgu.02____     0   153   234   880  1096  2018  1508  5457  3215  7347  4853  1562  1403   757   537  2695  1963 25692   562.3    15.2   387.6   159.4
CGU-regex_syntax.a86257c5ce58a3db-cgu.03____     0    44   188   633  1304   618  2104  2142  5334  2785  7213   702  1865   460   817   981  2587 23827   539.0    11.6   364.0   163.4
CGU-regex_syntax.a86257c5ce58a3db-cgu.04____     0    77   116  1313   677  1001  1079  4441  2463  5580  3461  1330   742   844   434  2101  1333 22218   637.0    11.1   450.8   175.1
CGU-regex_syntax.a86257c5ce58a3db-cgu.05____     0   147    21  1373   171  4132   385  7832   820 10292  1195  1515   130   900   145  3548   413 17388   174.5     8.2    92.9    73.5
CGU-regex_syntax.a86257c5ce58a3db-cgu.06____     0   127   107   817   363   717   646  3154  1028  4149  1541  1099   453   691   141  1607   697 14468   331.2    10.1   239.0    82.1
CGU-regex_syntax.a86257c5ce58a3db-cgu.07____     0    59   195   265   917   360  1190   979  2724  1333  3873   298  1183   137   452   548  1601 14198   267.0     7.1   196.3    63.6
CGU-regex_syntax.a86257c5ce58a3db-cgu.08____     0    16    99   395   826   540  1124  1811  3719  2015  4868   256  1078   480   556   744  1690 13883   246.1     7.6   164.7    73.8
CGU-regex_syntax.a86257c5ce58a3db-cgu.09____     0    42   112   399   656   819  1192  1913  2658  2696  3471   745   833   280   409   909  1337 13697   244.6     6.6   160.5    77.5
CGU-regex_syntax.a86257c5ce58a3db-cgu.10____     0    72    80   940   385  1068   824  2891  2041  3467  2358   416   544   926   316  1314   907 13115   186.9    19.6   112.7    54.6
CGU-regex_syntax.a86257c5ce58a3db-cgu.11____     0    33    57   665   288   840   423  2356  1422  3212  1812  1155   435   348   215  1090   705 13031   288.9     5.9   147.7   135.4
CGU-regex_syntax.a86257c5ce58a3db-cgu.12____     0    76    47   818   245   720   566  3353  1437  3993  1823   981   401   811   193  1547   650 12969   215.3     6.8   138.9    69.5
CGU-regex_syntax.a86257c5ce58a3db-cgu.13____     0    62    94   643   525   909   673  2453  2442  3568  3036   634   562   525   316  1213  1136 12960   524.8    15.5   347.6   161.7
CGU-regex_syntax.a86257c5ce58a3db-cgu.14____     0    71    62   803   425  1594   924  4591  2015  5884  2923   687   402   793   326  1980  1015 12952   308.4     7.5   205.7    95.2
CGU-regex_syntax.a86257c5ce58a3db-cgu.15____     0    82    82   821   273   704   453  3016  1029  3810  1525   963   359   555   170  1443   606 12946   314.9     7.6   231.7    75.5
CGU-regex.8b296e2dcfd4471a-cgu.00___________     0     6   187   101   821   187  1129   515  1688   644  2782    99  1240    60   275   216  1237 11810   356.7    19.8   247.8    89.0
CGU-regex.8b296e2dcfd4471a-cgu.01___________     0    47   152   150   666   442   754  1241  1116  1580  2050   411   824   115   195   610   946 10652   341.1    16.1   237.4    87.6
CGU-regex.8b296e2dcfd4471a-cgu.02___________     0    73    17   554   131  2193   251  3515   539  4715   816   728    92   344   101  1621   285  8075   144.3    24.0    63.0    57.4
CGU-regex.8b296e2dcfd4471a-cgu.03___________     0    21    45   148   219   153   277   593   583   741   887   213   400   130   116   285   355  5021   239.0    19.8   158.7    60.6
CGU-regex.8b296e2dcfd4471a-cgu.04___________     0    31    46   161   238   157   411   758   983   923  1296   156   342   130   117   389   489  4785   143.8    12.1    94.1    37.6
CGU-regex.8b296e2dcfd4471a-cgu.05___________     0    31    44   167   215   164   366   813   883  1019  1157   196   311   134   110   413   450  4702   143.4     9.2   105.1    29.1
CGU-regex.8b296e2dcfd4471a-cgu.06___________     0    23    45   183   173   621   260  1211   461  1500   754   313   172   164    93   546   336  4432   143.0     8.1   102.9    32.0
CGU-regex.8b296e2dcfd4471a-cgu.07___________     0    65    34   170   124   219   131   617   290   901   440   205   116   114    51   405   210  3342   127.9     7.1    88.0    32.8
